GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0048037	F	cofactor binding	33	982	352	15420	0.024	0.86	// Sobic.002G211300 // Sobic.010G195800 // Sobic.008G079600 // Sobic.003G342200 // Sobic.009G069600 // Sobic.001G260800 // Sobic.008G106800 // Sobic.002G041200 // Sobic.003G313800 // Sobic.003G303300 // Sobic.006G091700 // Sobic.004G181000 // Sobic.001G500200 // Sobic.001G405500 // Sobic.010G084600 // Sobic.003G036000 // Sobic.010G233400 // Sobic.007G207600 // Sobic.003G421100 // Sobic.003G292400 // Sobic.006G187900 // Sobic.006G096500 // Sobic.002G041100 // Sobic.009G169000 // Sobic.010G224000 // Sobic.004G331700 // Sobic.002G250400 // Sobic.003G061300 // Sobic.006G030800 // Sobic.001G443800 // Sobic.007G152800 // Sobic.001G215300 // Sobic.010G162900 
GO:0030246	F	carbohydrate binding	20	982	189	15420	0.026	0.87	// Sobic.010G245100 // Sobic.003G262900 // Sobic.009G069800 // Sobic.007G038200 // Sobic.002G350800 // Sobic.003G015800 // Sobic.007G176900 // Sobic.003G081700 // Sobic.007G038100 // Sobic.004G338200 // Sobic.006G158200 // Sobic.010G128900 // Sobic.006G158266 // Sobic.006G007800 // Sobic.001G073800 // Sobic.003G263100 // Sobic.004G190800 // Sobic.003G035500 // Sobic.003G081100 // Sobic.001G315600 
GO:0051536	F	iron-sulfur cluster binding	9	982	65	15420	0.032	0.95	// Sobic.001G504900 // Sobic.001G062300 // Sobic.001G048400 // Sobic.009G209400 // Sobic.010G248301 // Sobic.009G154700 // Sobic.001G062600 // Sobic.002G185100 // Sobic.004G309300 
GO:0016791	F	phosphatase activity	15	982	134	15420	0.034	0.95	// Sobic.009G213000 // Sobic.001G406300 // Sobic.005G087666 // Sobic.002G317500 // Sobic.003G290100 // Sobic.001G425400 // Sobic.004G065200 // Sobic.001G424400 // Sobic.006G192200 // Sobic.003G354000 // Sobic.002G419500 // Sobic.003G242200 // Sobic.001G132600 // Sobic.002G360701 // Sobic.009G238600 
GO:0005516	F	calmodulin binding	6	982	35	15420	0.034	0.95	// Sobic.009G183200 // Sobic.008G107000 // Sobic.008G126200 // Sobic.008G014100 // Sobic.009G121100 // Sobic.008G063500 
GO:0051540	F	metal cluster binding	9	982	65	15420	0.032	0.95	// Sobic.001G504900 // Sobic.001G062300 // Sobic.001G048400 // Sobic.009G209400 // Sobic.010G248301 // Sobic.009G154700 // Sobic.001G062600 // Sobic.002G185100 // Sobic.004G309300 
GO:0098772	F	molecular function regulator	12	982	223	15420	0.76	1	// Sobic.003G148300 // Sobic.004G166400 // Sobic.001G100200 // Sobic.009G009900 // Sobic.009G182000 // Sobic.001G032100 // Sobic.001G024400 // Sobic.001G287800 // Sobic.003G321200 // Sobic.009G210600 // Sobic.003G400400 // Sobic.007G036000 
GO:0000166	F	nucleotide binding	129	982	2153	15420	0.78	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.003G402100 // Sobic.006G158200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.004G181000 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.003G292400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.010G162900 // Sobic.003G035500 // Sobic.003G036000 // Sobic.002G174000 // Sobic.002G072000 // Sobic.008G079600 // Sobic.010G007500 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.002G350800 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.006G030800 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.006G091700 // Sobic.008G070500 // Sobic.006G158266 // Sobic.009G166400 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.003G421100 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.008G014100 // Sobic.010G182700 // Sobic.010G169000 // Sobic.002G187400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G069600 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.010G220600 // Sobic.001G236200 // Sobic.002G324700 // Sobic.003G313800 // Sobic.001G500200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.010G084600 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.009G183200 // Sobic.006G247100 // Sobic.003G325200 // Sobic.001G484400 // Sobic.001G247300 
GO:0016818	F	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	19	982	418	15420	0.95	1	// Sobic.004G087800 // Sobic.001G069800 // Sobic.001G333500 // Sobic.001G098800 // Sobic.002G174000 // Sobic.010G169000 // Sobic.002G140600 // Sobic.001G341300 // Sobic.001G090600 // Sobic.001G207600 // Sobic.006G114100 // Sobic.004G162400 // Sobic.005G209600 // Sobic.003G215800 // Sobic.001G292200 // Sobic.009G000200 // Sobic.005G225800 // Sobic.003G267700 // Sobic.004G333900 
GO:0016684	F	oxidoreductase activity, acting on peroxide as acceptor	5	982	179	15420	0.99	1	// Sobic.008G118700 // Sobic.002G391100 // Sobic.004G359300 // Sobic.005G139700 // Sobic.001G444500 
GO:0016817	F	hydrolase activity, acting on acid anhydrides	19	982	428	15420	0.96	1	// Sobic.004G087800 // Sobic.001G069800 // Sobic.001G333500 // Sobic.001G098800 // Sobic.002G174000 // Sobic.010G169000 // Sobic.002G140600 // Sobic.001G341300 // Sobic.001G090600 // Sobic.001G207600 // Sobic.006G114100 // Sobic.004G162400 // Sobic.005G209600 // Sobic.003G215800 // Sobic.001G292200 // Sobic.009G000200 // Sobic.005G225800 // Sobic.003G267700 // Sobic.004G333900 
GO:1901265	F	nucleoside phosphate binding	129	982	2153	15420	0.78	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.003G402100 // Sobic.006G158200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.004G181000 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.003G292400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.010G162900 // Sobic.003G035500 // Sobic.003G036000 // Sobic.002G174000 // Sobic.002G072000 // Sobic.008G079600 // Sobic.010G007500 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.002G350800 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.006G030800 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.006G091700 // Sobic.008G070500 // Sobic.006G158266 // Sobic.009G166400 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.003G421100 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.008G014100 // Sobic.010G182700 // Sobic.010G169000 // Sobic.002G187400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G069600 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.010G220600 // Sobic.001G236200 // Sobic.002G324700 // Sobic.003G313800 // Sobic.001G500200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.010G084600 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.009G183200 // Sobic.006G247100 // Sobic.003G325200 // Sobic.001G484400 // Sobic.001G247300 
GO:0017076	F	purine nucleotide binding	111	982	1928	15420	0.88	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.002G174000 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.003G035500 // Sobic.003G402100 // Sobic.002G072000 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.008G070500 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G182700 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
GO:0016787	F	hydrolase activity	97	982	2042	15420	1	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.005G102800 // Sobic.003G290100 // Sobic.003G289100 // Sobic.003G321200 // Sobic.002G174000 // Sobic.009G114000 // Sobic.002G317500 // Sobic.001G466900 // Sobic.010G044600 // Sobic.007G156400 // Sobic.003G377300 // Sobic.K029900 // Sobic.010G273600 // Sobic.002G299000 // Sobic.001G406300 // Sobic.001G226600 // Sobic.006G114100 // Sobic.002G419500 // Sobic.006G132200 // Sobic.002G327900 // Sobic.004G243000 // Sobic.001G424400 // Sobic.002G189100 // Sobic.006G054800 // Sobic.003G267700 // Sobic.001G351200 // Sobic.002G251600 // Sobic.010G038500 // Sobic.009G154600 // Sobic.001G098800 // Sobic.004G065200 // Sobic.003G354000 // Sobic.005G224500 // Sobic.001G269100 // Sobic.004G244600 // Sobic.001G132600 // Sobic.001G333500 // Sobic.010G185500 // Sobic.003G242200 // Sobic.007G176900 // Sobic.009G238600 // Sobic.006G132300 // Sobic.005G098700 // Sobic.004G087800 // Sobic.010G112200 // Sobic.002G302300 // Sobic.002G291300 // Sobic.003G217900 // Sobic.005G209600 // Sobic.009G134600 // Sobic.001G292200 // Sobic.002G281700 // Sobic.010G246600 // Sobic.001G529700 // Sobic.004G162400 // Sobic.004G144500 // Sobic.002G360701 // Sobic.005G225800 // Sobic.002G055600 // Sobic.006G132400 // Sobic.001G090600 // Sobic.001G473700 // Sobic.003G015800 // Sobic.003G422000 // Sobic.001G341300 // Sobic.005G099000 // Sobic.010G169000 // Sobic.002G373300 // Sobic.001G109400 // Sobic.004G157300 // Sobic.009G000200 // Sobic.003G421500 // Sobic.002G147100 // Sobic.010G128900 // Sobic.007G227000 // Sobic.004G301800 // Sobic.003G421700 // Sobic.001G207600 // Sobic.006G142850 // Sobic.001G425400 // Sobic.005G084300 // Sobic.002G055700 // Sobic.003G148300 // Sobic.001G069800 // Sobic.007G156500 // Sobic.001G508800 // Sobic.002G140600 // Sobic.009G213000 // Sobic.006G192200 // Sobic.006G132100 // Sobic.001G280200 // Sobic.005G087666 // Sobic.004G333900 // Sobic.005G228900 // Sobic.010G105300 
GO:0016788	F	hydrolase activity, acting on ester bonds	28	982	473	15420	0.68	1	// Sobic.006G142775 // Sobic.003G290100 // Sobic.002G147100 // Sobic.001G424400 // Sobic.003G217900 // Sobic.004G157300 // Sobic.003G321200 // Sobic.006G054800 // Sobic.002G317500 // Sobic.001G425400 // Sobic.002G251600 // Sobic.010G038500 // Sobic.010G044600 // Sobic.002G360701 // Sobic.003G148300 // Sobic.003G289100 // Sobic.004G065200 // Sobic.009G213000 // Sobic.006G192200 // Sobic.003G354000 // Sobic.001G132600 // Sobic.002G299000 // Sobic.001G406300 // Sobic.005G087666 // Sobic.010G185500 // Sobic.003G242200 // Sobic.002G419500 // Sobic.009G238600 
GO:0004842	F	ubiquitin-protein transferase activity	12	982	112	15420	0.068	1	// Sobic.001G441100 // Sobic.007G130100 // Sobic.002G212200 // Sobic.003G339500 // Sobic.005G210000 // Sobic.004G169900 // Sobic.010G102000 // Sobic.002G188700 // Sobic.004G169300 // Sobic.003G379800 // Sobic.004G146800 // Sobic.004G245100 
GO:0016772	F	transferase activity, transferring phosphorus-containing groups	114	982	1533	15420	0.054	1	// Sobic.002G152200 // Sobic.002G328500 // Sobic.007G167500 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.005G012200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.006G218700 // Sobic.003G268900 // Sobic.002G299000 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.007G101800 // Sobic.004G055200 // Sobic.004G014000 // Sobic.009G071800 // Sobic.004G281300 // Sobic.006G267200 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G289900 // Sobic.002G327700 // Sobic.010G245100 // Sobic.003G035500 // Sobic.010G041400 // Sobic.003G130800 // Sobic.004G338200 // Sobic.010G007500 // Sobic.009G230100 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.001G326900 // Sobic.003G097000 // Sobic.002G350800 // Sobic.001G074200 // Sobic.002G326200 // Sobic.006G111400 // Sobic.009G030600 // Sobic.010G120800 // Sobic.005G175600 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.007G194700 // Sobic.009G204601 // Sobic.004G016800 // Sobic.001G332900 // Sobic.002G026300 // Sobic.010G241500 // Sobic.006G251500 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.003G335100 // Sobic.006G158266 // Sobic.005G034400 // Sobic.004G173500 // Sobic.009G105500 // Sobic.009G114500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.010G167900 // Sobic.003G188000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.008G033600 // Sobic.002G328000 // Sobic.002G187400 // Sobic.010G221800 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.003G291600 // Sobic.002G324700 // Sobic.003G319300 // Sobic.006G158200 // Sobic.002G245900 // Sobic.010G101600 // Sobic.010G265800 // Sobic.003G263400 // Sobic.009G069800 // Sobic.002G262600 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.010G279800 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.001G020500 // Sobic.008G065200 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
GO:0015075	F	ion transmembrane transporter activity	16	982	277	15420	0.68	1	// Sobic.002G411500 // Sobic.002G379000 // Sobic.008G058700 // Sobic.001G098800 // Sobic.004G250700 // Sobic.009G057400 // Sobic.003G086300 // Sobic.004G075800 // Sobic.009G006700 // Sobic.006G213500 // Sobic.004G107500 // Sobic.010G197500 // Sobic.003G413700 // Sobic.002G349000 // Sobic.003G210000 // Sobic.010G153700 
GO:0015077	F	monovalent inorganic cation transmembrane transporter activity	9	982	114	15420	0.32	1	// Sobic.002G411500 // Sobic.002G379000 // Sobic.009G006700 // Sobic.001G098800 // Sobic.004G250700 // Sobic.009G057400 // Sobic.006G213500 // Sobic.010G197500 // Sobic.003G413700 
GO:0032559	F	adenyl ribonucleotide binding	98	982	1741	15420	0.91	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.002G174000 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.003G377300 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.003G151600 // Sobic.010G245100 // Sobic.006G114100 // Sobic.003G035500 // Sobic.003G402100 // Sobic.002G072000 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.008G119800 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.006G251500 // Sobic.007G038200 // Sobic.008G026200 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.005G192300 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.009G019200 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
GO:0032555	F	purine ribonucleotide binding	111	982	1920	15420	0.87	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.002G174000 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.003G035500 // Sobic.003G402100 // Sobic.002G072000 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.008G070500 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G182700 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
